year,round,driver_id,stop,lap,duration,race_name,circuit_id,driver_name,grid_position,finish_position,position_change,status,race_completed
2022,3,gasly,1,21,18.926,Australian Grand Prix,albert_park,Pierre Gasly,11,9,2,Finished,True
2022,3,zhou,1,21,18.380,Australian Grand Prix,albert_park,Guanyu Zhou,14,11,3,Finished,True
2022,3,leclerc,1,22,17.973,Australian Grand Prix,albert_park,Charles Leclerc,1,1,0,Finished,True
2022,3,hamilton,1,22,17.877,Australian Grand Prix,albert_park,Lewis Hamilton,5,4,1,Finished,True
2022,3,bottas,1,22,18.413,Australian Grand Prix,albert_park,Valtteri Bottas,12,8,4,Finished,True
2022,3,russell,1,23,18.479,Australian Grand Prix,albert_park,George Russell,6,3,3,Finished,True
2022,3,alonso,1,39,18.796,Australian Grand Prix,albert_park,Fernando Alonso,10,17,-7,+1 Lap,True
2022,3,kevin_magnussen,1,39,19.111,Australian Grand Prix,albert_park,Kevin Magnussen,16,14,2,+1 Lap,True
2022,3,albon,1,57,19.845,Australian Grand Prix,albert_park,Alexander Albon,20,10,10,Finished,True
2022,3,stroll,2,4,18.560,Australian Grand Prix,albert_park,Lance Stroll,19,12,7,Finished,True
2022,3,latifi,2,23,17.936,Australian Grand Prix,albert_park,Nicholas Latifi,18,16,2,+1 Lap,True
2022,3,alonso,2,53,18.394,Australian Grand Prix,albert_park,Fernando Alonso,10,17,-7,+1 Lap,True
2022,3,stroll,3,23,20.402,Australian Grand Prix,albert_park,Lance Stroll,19,12,7,Finished,True
2022,4,ricciardo,1,2,32.362,Emilia Romagna Grand Prix,imola,Daniel Ricciardo,6,18,-12,+1 Lap,True
2022,4,vettel,1,17,30.484,Emilia Romagna Grand Prix,imola,Sebastian Vettel,13,8,5,Finished,True
2022,4,gasly,1,17,30.405,Emilia Romagna Grand Prix,imola,Pierre Gasly,17,12,5,+1 Lap,True
2022,4,albon,1,17,30.793,Emilia Romagna Grand Prix,imola,Alexander Albon,18,11,7,+1 Lap,True
2022,4,perez,1,18,30.366,Emilia Romagna Grand Prix,imola,Sergio Pérez,3,2,1,Finished,True
2022,4,russell,1,18,31.079,Emilia Romagna Grand Prix,imola,George Russell,11,4,7,Finished,True
2022,4,bottas,1,18,40.957,Emilia Romagna Grand Prix,imola,Valtteri Bottas,7,5,2,Finished,True
2022,4,kevin_magnussen,1,18,33.765,Emilia Romagna Grand Prix,imola,Kevin Magnussen,8,9,-1,Finished,True
2022,4,tsunoda,1,18,30.372,Emilia Romagna Grand Prix,imola,Yuki Tsunoda,12,7,5,Finished,True
2022,4,stroll,1,18,32.667,Emilia Romagna Grand Prix,imola,Lance Stroll,15,10,5,+1 Lap,True
2022,4,hamilton,1,18,32.740,Emilia Romagna Grand Prix,imola,Lewis Hamilton,14,13,1,+1 Lap,True
2022,4,ocon,1,18,31.409,Emilia Romagna Grand Prix,imola,Esteban Ocon,16,14,2,+1 Lap,True
2022,4,latifi,1,18,31.125,Emilia Romagna Grand Prix,imola,Nicholas Latifi,19,16,3,+1 Lap,True
2022,4,zhou,1,18,32.203,Emilia Romagna Grand Prix,imola,Guanyu Zhou,0,15,-15,+1 Lap,True
2022,4,mick_schumacher,1,18,31.320,Emilia Romagna Grand Prix,imola,Mick Schumacher,10,17,-7,+1 Lap,True
2022,4,max_verstappen,1,19,30.001,Emilia Romagna Grand Prix,imola,Max Verstappen,1,1,0,Finished,True
2022,4,leclerc,1,19,31.794,Emilia Romagna Grand Prix,imola,Charles Leclerc,2,6,-4,Finished,True
2022,4,norris,1,19,30.070,Emilia Romagna Grand Prix,imola,Lando Norris,5,3,2,Finished,True
2022,4,ricciardo,2,16,30.422,Emilia Romagna Grand Prix,imola,Daniel Ricciardo,6,18,-12,+1 Lap,True
2022,4,leclerc,2,49,30.042,Emilia Romagna Grand Prix,imola,Charles Leclerc,2,6,-4,Finished,True
2022,4,perez,2,50,29.627,Emilia Romagna Grand Prix,imola,Sergio Pérez,3,2,1,Finished,True
2022,4,max_verstappen,2,51,29.942,Emilia Romagna Grand Prix,imola,Max Verstappen,1,1,0,Finished,True
2022,4,mick_schumacher,2,52,30.984,Emilia Romagna Grand Prix,imola,Mick Schumacher,10,17,-7,+1 Lap,True
2022,4,ricciardo,3,30,30.155,Emilia Romagna Grand Prix,imola,Daniel Ricciardo,6,18,-12,+1 Lap,True
2022,4,leclerc,3,53,36.560,Emilia Romagna Grand Prix,imola,Charles Leclerc,2,6,-4,Finished,True
2022,5,tsunoda,1,11,18.870,Miami Grand Prix,miami,Yuki Tsunoda,9,12,-3,Finished,True
2022,5,kevin_magnussen,1,12,19.760,Miami Grand Prix,miami,Kevin Magnussen,16,16,0,Front wing,False
2022,5,mick_schumacher,1,14,20.413,Miami Grand Prix,miami,Mick Schumacher,15,15,0,Finished,True
2022,5,alonso,1,15,21.638,Miami Grand Prix,miami,Fernando Alonso,11,11,0,Finished,True
2022,5,gasly,1,16,19.543,Miami Grand Prix,miami,Pierre Gasly,7,18,-11,Suspension,False
2022,5,albon,1,16,20.059,Miami Grand Prix,miami,Alexander Albon,18,9,9,Finished,True
2022,5,norris,1,18,19.986,Miami Grand Prix,miami,Lando Norris,8,19,-11,Collision,False
2022,5,hamilton,1,22,18.820,Miami Grand Prix,miami,Lewis Hamilton,6,6,0,Finished,True
2022,5,leclerc,1,24,19.697,Miami Grand Prix,miami,Charles Leclerc,1,2,-1,Finished,True
2022,5,max_verstappen,1,26,18.798,Miami Grand Prix,miami,Max Verstappen,3,1,2,Finished,True
2022,5,bottas,1,26,19.614,Miami Grand Prix,miami,Valtteri Bottas,5,7,-2,Finished,True
2022,5,sainz,1,27,22.063,Miami Grand Prix,miami,Carlos Sainz,2,3,-1,Finished,True
2022,5,perez,1,27,18.519,Miami Grand Prix,miami,Sergio Pérez,4,4,0,Finished,True
2022,5,ricciardo,1,30,19.484,Miami Grand Prix,miami,Daniel Ricciardo,14,13,1,Finished,True
2022,5,latifi,1,34,19.185,Miami Grand Prix,miami,Nicholas Latifi,19,14,5,Finished,True
2022,5,russell,1,40,19.035,Miami Grand Prix,miami,George Russell,12,5,7,Finished,True
2022,5,stroll,1,40,19.074,Miami Grand Prix,miami,Lance Stroll,0,10,-10,Finished,True
2022,5,ocon,1,41,19.019,Miami Grand Prix,miami,Esteban Ocon,20,8,12,Finished,True
2022,5,vettel,1,41,19.861,Miami Grand Prix,miami,Sebastian Vettel,0,17,-17,Collision,False
2022,5,gasly,2,40,19.007,Miami Grand Prix,miami,Pierre Gasly,7,18,-11,Suspension,False
2022,5,perez,2,41,18.433,Miami Grand Prix,miami,Sergio Pérez,4,4,0,Finished,True
2022,5,ricciardo,2,41,19.280,Miami Grand Prix,miami,Daniel Ricciardo,14,13,1,Finished,True
2022,5,tsunoda,2,41,19.618,Miami Grand Prix,miami,Yuki Tsunoda,9,12,-3,Finished,True
2022,5,kevin_magnussen,2,42,20.673,Miami Grand Prix,miami,Kevin Magnussen,16,16,0,Front wing,False
2022,5,mick_schumacher,2,54,32.381,Miami Grand Prix,miami,Mick Schumacher,15,15,0,Finished,True
2022,6,hamilton,1,1,31.054,Spanish Grand Prix,catalunya,Lewis Hamilton,6,5,1,Finished,True
2022,6,kevin_magnussen,1,1,29.632,Spanish Grand Prix,catalunya,Kevin Magnussen,8,17,-9,+2 Laps,True
2022,6,sainz,1,10,22.341,Spanish Grand Prix,catalunya,Carlos Sainz,3,4,-1,Finished,True
2022,6,alonso,1,10,22.375,Spanish Grand Prix,catalunya,Fernando Alonso,20,9,11,+1 Lap,True
2022,6,gasly,1,10,22.008,Spanish Grand Prix,catalunya,Pierre Gasly,14,13,1,+1 Lap,True
2022,6,zhou,1,10,23.109,Spanish Grand Prix,catalunya,Guanyu Zhou,15,19,-4,Power loss,False
2022,6,tsunoda,1,11,23.083,Spanish Grand Prix,catalunya,Yuki Tsunoda,13,10,3,+1 Lap,True
2022,6,ricciardo,1,11,22.124,Spanish Grand Prix,catalunya,Daniel Ricciardo,9,12,-3,+1 Lap,True
2022,6,albon,1,11,23.419,Spanish Grand Prix,catalunya,Alexander Albon,18,18,0,+2 Laps,True
2022,6,norris,1,12,21.916,Spanish Grand Prix,catalunya,Lando Norris,11,8,3,Finished,True
2022,6,mick_schumacher,1,12,23.582,Spanish Grand Prix,catalunya,Mick Schumacher,10,14,-4,+1 Lap,True
2022,6,latifi,1,12,23.189,Spanish Grand Prix,catalunya,Nicholas Latifi,19,16,3,+2 Laps,True
2022,6,russell,1,13,22.154,Spanish Grand Prix,catalunya,George Russell,4,3,1,Finished,True
2022,6,max_verstappen,1,13,22.173,Spanish Grand Prix,catalunya,Max Verstappen,2,1,1,Finished,True
2022,6,ocon,1,13,22.137,Spanish Grand Prix,catalunya,Esteban Ocon,12,7,5,Finished,True
2022,6,bottas,1,14,22.987,Spanish Grand Prix,catalunya,Valtteri Bottas,7,6,1,Finished,True
2022,6,stroll,1,14,22.833,Spanish Grand Prix,catalunya,Lance Stroll,17,15,2,+1 Lap,True
2022,6,perez,1,17,22.032,Spanish Grand Prix,catalunya,Sergio Pérez,5,2,3,Finished,True
2022,6,leclerc,1,21,21.794,Spanish Grand Prix,catalunya,Charles Leclerc,1,20,-19,Turbo,False
2022,6,vettel,1,21,22.536,Spanish Grand Prix,catalunya,Sebastian Vettel,16,11,5,+1 Lap,True
2022,6,hamilton,2,22,22.105,Spanish Grand Prix,catalunya,Lewis Hamilton,6,5,1,Finished,True
2022,6,albon,2,25,22.657,Spanish Grand Prix,catalunya,Alexander Albon,18,18,0,+2 Laps,True
2022,6,latifi,2,26,22.311,Spanish Grand Prix,catalunya,Nicholas Latifi,19,16,3,+2 Laps,True
2022,6,stroll,2,27,23.394,Spanish Grand Prix,catalunya,Lance Stroll,17,15,2,+1 Lap,True
2022,6,max_verstappen,2,28,21.966,Spanish Grand Prix,catalunya,Max Verstappen,2,1,1,Finished,True
2022,6,gasly,2,29,27.947,Spanish Grand Prix,catalunya,Pierre Gasly,14,13,1,+1 Lap,True
2022,6,kevin_magnussen,2,29,23.878,Spanish Grand Prix,catalunya,Kevin Magnussen,8,17,-9,+2 Laps,True
2022,6,mick_schumacher,2,30,23.127,Spanish Grand Prix,catalunya,Mick Schumacher,10,14,-4,+1 Lap,True
2022,6,sainz,2,31,21.867,Spanish Grand Prix,catalunya,Carlos Sainz,3,4,-1,Finished,True
2022,6,alonso,2,31,21.914,Spanish Grand Prix,catalunya,Fernando Alonso,20,9,11,+1 Lap,True
2022,6,ricciardo,2,31,22.399,Spanish Grand Prix,catalunya,Daniel Ricciardo,9,12,-3,+1 Lap,True
2022,6,tsunoda,2,32,22.802,Spanish Grand Prix,catalunya,Yuki Tsunoda,13,10,3,+1 Lap,True
2022,6,norris,2,33,23.341,Spanish Grand Prix,catalunya,Lando Norris,11,8,3,Finished,True
2022,6,bottas,2,34,22.541,Spanish Grand Prix,catalunya,Valtteri Bottas,7,6,1,Finished,True
2022,6,ocon,2,35,22.953,Spanish Grand Prix,catalunya,Esteban Ocon,12,7,5,Finished,True
2022,6,russell,2,36,22.039,Spanish Grand Prix,catalunya,George Russell,4,3,1,Finished,True
2022,6,perez,2,37,21.619,Spanish Grand Prix,catalunya,Sergio Pérez,5,2,3,Finished,True
2022,6,vettel,2,42,22.456,Spanish Grand Prix,catalunya,Sebastian Vettel,16,11,5,+1 Lap,True
2022,6,max_verstappen,3,44,21.941,Spanish Grand Prix,catalunya,Max Verstappen,2,1,1,Finished,True
2022,6,sainz,3,45,22.302,Spanish Grand Prix,catalunya,Carlos Sainz,3,4,-1,Finished,True
2022,6,albon,3,45,23.328,Spanish Grand Prix,catalunya,Alexander Albon,18,18,0,+2 Laps,True
2022,6,gasly,3,46,21.838,Spanish Grand Prix,catalunya,Pierre Gasly,14,13,1,+1 Lap,True
2022,6,stroll,3,46,23.812,Spanish Grand Prix,catalunya,Lance Stroll,17,15,2,+1 Lap,True
2022,6,hamilton,3,48,22.241,Spanish Grand Prix,catalunya,Lewis Hamilton,6,5,1,Finished,True
2022,6,ricciardo,3,48,22.154,Spanish Grand Prix,catalunya,Daniel Ricciardo,9,12,-3,+1 Lap,True
2022,6,latifi,3,50,22.761,Spanish Grand Prix,catalunya,Nicholas Latifi,19,16,3,+2 Laps,True
2022,6,russell,3,51,22.815,Spanish Grand Prix,catalunya,George Russell,4,3,1,Finished,True
2022,6,norris,3,51,22.165,Spanish Grand Prix,catalunya,Lando Norris,11,8,3,Finished,True
2022,6,ocon,3,52,22.033,Spanish Grand Prix,catalunya,Esteban Ocon,12,7,5,Finished,True
2022,6,tsunoda,3,52,22.316,Spanish Grand Prix,catalunya,Yuki Tsunoda,13,10,3,+1 Lap,True
2022,6,perez,3,53,21.694,Spanish Grand Prix,catalunya,Sergio Pérez,5,2,3,Finished,True
2022,6,alonso,3,53,25.407,Spanish Grand Prix,catalunya,Fernando Alonso,20,9,11,+1 Lap,True
2022,6,albon,4,54,23.404,Spanish Grand Prix,catalunya,Alexander Albon,18,18,0,+2 Laps,True
2022,7,stroll,1,1,26.731,Monaco Grand Prix,monaco,Lance Stroll,18,14,4,Finished,True
2022,7,latifi,1,1,36.773,Monaco Grand Prix,monaco,Nicholas Latifi,19,15,4,+1 Lap,True
2022,7,gasly,1,2,35.486,Monaco Grand Prix,monaco,Pierre Gasly,17,11,6,Finished,True
2022,7,mick_schumacher,1,4,27.637,Monaco Grand Prix,monaco,Mick Schumacher,15,19,-4,Accident,False
2022,7,vettel,1,6,24.965,Monaco Grand Prix,monaco,Sebastian Vettel,9,10,-1,Finished,True
2022,7,tsunoda,1,6,25.068,Monaco Grand Prix,monaco,Yuki Tsunoda,11,17,-6,+1 Lap,True
2022,7,hamilton,1,15,24.796,Monaco Grand Prix,monaco,Lewis Hamilton,8,8,0,Finished,True
2022,7,perez,1,16,24.409,Monaco Grand Prix,monaco,Sergio Pérez,3,1,2,Finished,True
2022,7,norris,1,17,24.872,Monaco Grand Prix,monaco,Lando Norris,5,6,-1,Finished,True
2022,7,leclerc,1,18,25.710,Monaco Grand Prix,monaco,Charles Leclerc,1,4,-3,Finished,True
2022,7,max_verstappen,1,18,27.009,Monaco Grand Prix,monaco,Max Verstappen,4,3,1,Finished,True
2022,7,albon,1,18,27.231,Monaco Grand Prix,monaco,Alexander Albon,16,18,-2,Mechanical,False
2022,7,ricciardo,1,19,26.056,Monaco Grand Prix,monaco,Daniel Ricciardo,14,13,1,Finished,True
2022,7,zhou,1,19,25.594,Monaco Grand Prix,monaco,Guanyu Zhou,20,16,4,+1 Lap,True
2022,7,bottas,1,20,25.865,Monaco Grand Prix,monaco,Valtteri Bottas,12,9,3,Finished,True
2022,7,sainz,1,21,24.666,Monaco Grand Prix,monaco,Carlos Sainz,2,2,0,Finished,True
2022,7,russell,1,21,25.352,Monaco Grand Prix,monaco,George Russell,6,5,1,Finished,True
2022,7,alonso,1,21,24.526,Monaco Grand Prix,monaco,Fernando Alonso,7,7,0,Finished,True
2022,7,ocon,1,21,24.875,Monaco Grand Prix,monaco,Esteban Ocon,10,12,-2,Finished,True
2022,7,stroll,2,2,32.750,Monaco Grand Prix,monaco,Lance Stroll,18,14,4,Finished,True
2022,7,latifi,2,2,36.351,Monaco Grand Prix,monaco,Nicholas Latifi,19,15,4,+1 Lap,True
2022,7,mick_schumacher,2,17,36.854,Monaco Grand Prix,monaco,Mick Schumacher,15,19,-4,Accident,False
2022,7,leclerc,2,21,28.034,Monaco Grand Prix,monaco,Charles Leclerc,1,4,-3,Finished,True
2022,7,tsunoda,2,21,26.021,Monaco Grand Prix,monaco,Yuki Tsunoda,11,17,-6,+1 Lap,True
2022,7,perez,2,22,24.536,Monaco Grand Prix,monaco,Sergio Pérez,3,1,2,Finished,True
2022,7,max_verstappen,2,22,26.930,Monaco Grand Prix,monaco,Max Verstappen,4,3,1,Finished,True
2022,7,norris,2,22,24.760,Monaco Grand Prix,monaco,Lando Norris,5,6,-1,Finished,True
2022,7,hamilton,2,22,24.507,Monaco Grand Prix,monaco,Lewis Hamilton,8,8,0,Finished,True
2022,7,gasly,2,22,28.770,Monaco Grand Prix,monaco,Pierre Gasly,17,11,6,Finished,True
2022,7,albon,2,22,31.518,Monaco Grand Prix,monaco,Alexander Albon,16,18,-2,Mechanical,False
2022,7,vettel,2,23,25.133,Monaco Grand Prix,monaco,Sebastian Vettel,9,10,-1,Finished,True
2022,7,zhou,2,29,19:34.235,Monaco Grand Prix,monaco,Guanyu Zhou,20,16,4,+1 Lap,True
2022,7,sainz,2,30,19:34.793,Monaco Grand Prix,monaco,Carlos Sainz,2,2,0,Finished,True
2022,7,russell,2,30,19:37.545,Monaco Grand Prix,monaco,George Russell,6,5,1,Finished,True
2022,7,alonso,2,30,19:42.058,Monaco Grand Prix,monaco,Fernando Alonso,7,7,0,Finished,True
2022,7,ocon,2,30,19:46.485,Monaco Grand Prix,monaco,Esteban Ocon,10,12,-2,Finished,True
2022,7,bottas,2,30,19:46.699,Monaco Grand Prix,monaco,Valtteri Bottas,12,9,3,Finished,True
2022,7,ricciardo,2,30,19:28.673,Monaco Grand Prix,monaco,Daniel Ricciardo,14,13,1,Finished,True
2022,7,latifi,3,19,26.910,Monaco Grand Prix,monaco,Nicholas Latifi,19,15,4,+1 Lap,True
2022,7,stroll,3,24,25.650,Monaco Grand Prix,monaco,Lance Stroll,18,14,4,Finished,True
2022,7,tsunoda,3,29,19:34.444,Monaco Grand Prix,monaco,Yuki Tsunoda,11,17,-6,+1 Lap,True
2022,7,albon,3,29,19:45.676,Monaco Grand Prix,monaco,Alexander Albon,16,18,-2,Mechanical,False
2022,7,perez,3,30,19:32.062,Monaco Grand Prix,monaco,Sergio Pérez,3,1,2,Finished,True
2022,7,max_verstappen,3,30,19:35.575,Monaco Grand Prix,monaco,Max Verstappen,4,3,1,Finished,True
2022,7,leclerc,3,30,19:36.822,Monaco Grand Prix,monaco,Charles Leclerc,1,4,-3,Finished,True
2022,7,norris,3,30,19:43.029,Monaco Grand Prix,monaco,Lando Norris,5,6,-1,Finished,True
2022,7,hamilton,3,30,19:46.281,Monaco Grand Prix,monaco,Lewis Hamilton,8,8,0,Finished,True
2022,7,vettel,3,30,19:29.495,Monaco Grand Prix,monaco,Sebastian Vettel,9,10,-1,Finished,True
2022,7,gasly,3,30,19:29.460,Monaco Grand Prix,monaco,Pierre Gasly,17,11,6,Finished,True
2022,7,stroll,4,29,19:34.965,Monaco Grand Prix,monaco,Lance Stroll,18,14,4,Finished,True
2022,7,latifi,4,29,19:41.839,Monaco Grand Prix,monaco,Nicholas Latifi,19,15,4,+1 Lap,True
2022,7,norris,4,51,24.607,Monaco Grand Prix,monaco,Lando Norris,5,6,-1,Finished,True
2022,7,tsunoda,4,56,25.266,Monaco Grand Prix,monaco,Yuki Tsunoda,11,17,-6,+1 Lap,True
2022,8,latifi,1,3,29.395,Azerbaijan Grand Prix,baku,Nicholas Latifi,18,15,3,+1 Lap,True
2022,8,leclerc,1,9,23.212,Azerbaijan Grand Prix,baku,Charles Leclerc,1,19,-18,Power Unit,False
2022,8,russell,1,9,20.538,Azerbaijan Grand Prix,baku,George Russell,5,3,2,Finished,True
2022,8,gasly,1,9,22.698,Azerbaijan Grand Prix,baku,Pierre Gasly,6,5,1,Finished,True
2022,8,hamilton,1,9,21.470,Azerbaijan Grand Prix,baku,Lewis Hamilton,7,4,3,Finished,True
2022,8,vettel,1,9,20.249,Azerbaijan Grand Prix,baku,Sebastian Vettel,9,6,3,Finished,True
2022,8,tsunoda,1,9,23.083,Azerbaijan Grand Prix,baku,Yuki Tsunoda,8,13,-5,+1 Lap,True
2022,8,zhou,1,9,23.001,Azerbaijan Grand Prix,baku,Guanyu Zhou,14,18,-4,Hydraulics,False
2022,8,kevin_magnussen,1,9,21.555,Azerbaijan Grand Prix,baku,Kevin Magnussen,16,17,-1,Power Unit,False
2022,8,albon,1,9,25.577,Azerbaijan Grand Prix,baku,Alexander Albon,17,12,5,+1 Lap,True
2022,8,mick_schumacher,1,9,26.973,Azerbaijan Grand Prix,baku,Mick Schumacher,20,14,6,+1 Lap,True
2022,8,perez,1,16,23.379,Azerbaijan Grand Prix,baku,Sergio Pérez,2,2,0,Finished,True
2022,8,max_verstappen,1,18,21.468,Azerbaijan Grand Prix,baku,Max Verstappen,3,1,2,Finished,True
2022,8,alonso,1,18,20.571,Azerbaijan Grand Prix,baku,Fernando Alonso,10,7,3,Finished,True
2022,8,norris,1,20,21.443,Azerbaijan Grand Prix,baku,Lando Norris,11,9,2,Finished,True
2022,8,stroll,1,30,22.059,Azerbaijan Grand Prix,baku,Lance Stroll,19,16,3,Vibrations,False
2022,8,ricciardo,1,33,21.794,Azerbaijan Grand Prix,baku,Daniel Ricciardo,12,8,4,Finished,True
2022,8,ocon,1,33,22.638,Azerbaijan Grand Prix,baku,Esteban Ocon,13,10,3,Finished,True
2022,8,bottas,1,33,20.979,Azerbaijan Grand Prix,baku,Valtteri Bottas,15,11,4,+1 Lap,True
2022,8,latifi,2,17,22.069,Azerbaijan Grand Prix,baku,Nicholas Latifi,18,15,3,+1 Lap,True
2022,8,mick_schumacher,2,23,22.231,Azerbaijan Grand Prix,baku,Mick Schumacher,20,14,6,+1 Lap,True
2022,8,albon,2,29,21.540,Azerbaijan Grand Prix,baku,Alexander Albon,17,12,5,+1 Lap,True
2022,8,max_verstappen,2,33,20.722,Azerbaijan Grand Prix,baku,Max Verstappen,3,1,2,Finished,True
2022,8,perez,2,33,22.349,Azerbaijan Grand Prix,baku,Sergio Pérez,2,2,0,Finished,True
2022,8,russell,2,33,20.527,Azerbaijan Grand Prix,baku,George Russell,5,3,2,Finished,True
2022,8,hamilton,2,33,20.831,Azerbaijan Grand Prix,baku,Lewis Hamilton,7,4,3,Finished,True
2022,8,tsunoda,2,38,41.500,Azerbaijan Grand Prix,baku,Yuki Tsunoda,8,13,-5,+1 Lap,True
2022,9,vettel,1,5,23.406,Canadian Grand Prix,villeneuve,Sebastian Vettel,16,12,4,Finished,True
2022,9,gasly,1,5,23.557,Canadian Grand Prix,villeneuve,Pierre Gasly,15,14,1,Finished,True
2022,9,kevin_magnussen,1,7,38.262,Canadian Grand Prix,villeneuve,Kevin Magnussen,5,17,-12,Finished,True
2022,9,max_verstappen,1,9,24.217,Canadian Grand Prix,villeneuve,Max Verstappen,1,1,0,Finished,True
2022,9,hamilton,1,9,23.845,Canadian Grand Prix,villeneuve,Lewis Hamilton,4,3,1,Finished,True
2022,9,tsunoda,1,9,23.248,Canadian Grand Prix,villeneuve,Yuki Tsunoda,20,18,2,Accident,False
2022,9,latifi,1,9,24.020,Canadian Grand Prix,villeneuve,Nicholas Latifi,18,16,2,Finished,True
2022,9,albon,1,18,23.804,Canadian Grand Prix,villeneuve,Alexander Albon,12,13,-1,Finished,True
2022,9,russell,1,19,23.951,Canadian Grand Prix,villeneuve,George Russell,8,4,4,Finished,True
2022,9,ocon,1,19,25.684,Canadian Grand Prix,villeneuve,Esteban Ocon,7,6,1,Finished,True
2022,9,zhou,1,19,24.281,Canadian Grand Prix,villeneuve,Guanyu Zhou,10,8,2,Finished,True
2022,9,ricciardo,1,19,27.937,Canadian Grand Prix,villeneuve,Daniel Ricciardo,9,11,-2,Finished,True
2022,9,norris,1,19,43.032,Canadian Grand Prix,villeneuve,Lando Norris,14,15,-1,Finished,True
2022,9,sainz,1,20,24.215,Canadian Grand Prix,villeneuve,Carlos Sainz,3,2,1,Finished,True
2022,9,alonso,1,28,23.779,Canadian Grand Prix,villeneuve,Fernando Alonso,2,9,-7,Finished,True
2022,9,leclerc,1,41,26.199,Canadian Grand Prix,villeneuve,Charles Leclerc,19,5,14,Finished,True
2022,9,stroll,1,47,25.252,Canadian Grand Prix,villeneuve,Lance Stroll,17,10,7,Finished,True
2022,9,bottas,1,49,26.089,Canadian Grand Prix,villeneuve,Valtteri Bottas,11,7,4,Finished,True
2022,9,vettel,2,19,23.681,Canadian Grand Prix,villeneuve,Sebastian Vettel,16,12,4,Finished,True
2022,9,gasly,2,36,23.613,Canadian Grand Prix,villeneuve,Pierre Gasly,15,14,1,Finished,True
2022,9,latifi,2,37,30.034,Canadian Grand Prix,villeneuve,Nicholas Latifi,18,16,2,Finished,True
2022,9,norris,2,42,24.134,Canadian Grand Prix,villeneuve,Lando Norris,14,15,-1,Finished,True
2022,9,max_verstappen,2,43,23.704,Canadian Grand Prix,villeneuve,Max Verstappen,1,1,0,Finished,True
2022,9,hamilton,2,44,23.841,Canadian Grand Prix,villeneuve,Lewis Hamilton,4,3,1,Finished,True
2022,9,russell,2,45,24.069,Canadian Grand Prix,villeneuve,George Russell,8,4,4,Finished,True
2022,9,tsunoda,2,47,23.450,Canadian Grand Prix,villeneuve,Yuki Tsunoda,20,18,2,Accident,False
2022,9,albon,2,48,23.530,Canadian Grand Prix,villeneuve,Alexander Albon,12,13,-1,Finished,True
2022,9,sainz,2,49,24.881,Canadian Grand Prix,villeneuve,Carlos Sainz,3,2,1,Finished,True
2022,9,ocon,2,49,23.945,Canadian Grand Prix,villeneuve,Esteban Ocon,7,6,1,Finished,True
2022,9,alonso,2,49,25.139,Canadian Grand Prix,villeneuve,Fernando Alonso,2,9,-7,Finished,True
2022,9,zhou,2,49,23.980,Canadian Grand Prix,villeneuve,Guanyu Zhou,10,8,2,Finished,True
2022,9,ricciardo,2,49,24.833,Canadian Grand Prix,villeneuve,Daniel Ricciardo,9,11,-2,Finished,True
2022,10,max_verstappen,1,1,50:37.323,British Grand Prix,silverstone,Max Verstappen,2,7,-5,Finished,True
2022,10,sainz,1,1,50:31.752,British Grand Prix,silverstone,Carlos Sainz,1,1,0,Finished,True
2022,10,hamilton,1,1,50:46.888,British Grand Prix,silverstone,Lewis Hamilton,5,3,2,Finished,True
2022,10,leclerc,1,1,50:36.360,British Grand Prix,silverstone,Charles Leclerc,3,4,-1,Finished,True
2022,10,alonso,1,1,50:55.700,British Grand Prix,silverstone,Fernando Alonso,7,5,2,Finished,True
2022,10,perez,1,1,50:34.772,British Grand Prix,silverstone,Sergio Pérez,4,2,2,Finished,True
2022,10,norris,1,1,50:43.215,British Grand Prix,silverstone,Lando Norris,6,6,0,Finished,True
2022,10,latifi,1,1,50:51.904,British Grand Prix,silverstone,Nicholas Latifi,10,12,-2,Finished,True
2022,10,bottas,1,1,50:55.732,British Grand Prix,silverstone,Valtteri Bottas,12,17,-5,Gearbox,False
2022,10,ricciardo,1,1,51:03.314,British Grand Prix,silverstone,Daniel Ricciardo,14,13,1,Finished,True
2022,10,gasly,1,1,50:48.950,British Grand Prix,silverstone,Pierre Gasly,11,16,-5,Collision damage,False
2022,10,kevin_magnussen,1,1,51:03.613,British Grand Prix,silverstone,Kevin Magnussen,17,10,7,Finished,True
2022,10,vettel,1,1,51:07.301,British Grand Prix,silverstone,Sebastian Vettel,18,9,9,Finished,True
2022,10,stroll,1,1,51:09.017,British Grand Prix,silverstone,Lance Stroll,20,11,9,Finished,True
2022,10,mick_schumacher,1,1,51:05.174,British Grand Prix,silverstone,Mick Schumacher,19,8,11,Finished,True
2022,10,tsunoda,1,1,50:11.861,British Grand Prix,silverstone,Yuki Tsunoda,13,14,-1,Finished,True
2022,10,ocon,1,1,49:10.760,British Grand Prix,silverstone,Esteban Ocon,15,15,0,Fuel pump,False
2022,10,perez,2,5,37.302,British Grand Prix,silverstone,Sergio Pérez,4,2,2,Finished,True
2022,10,vettel,2,6,29.846,British Grand Prix,silverstone,Sebastian Vettel,18,9,9,Finished,True
2022,10,max_verstappen,2,12,29.395,British Grand Prix,silverstone,Max Verstappen,2,7,-5,Finished,True
2022,10,stroll,2,15,28.632,British Grand Prix,silverstone,Lance Stroll,20,11,9,Finished,True
2022,10,gasly,2,16,29.632,British Grand Prix,silverstone,Pierre Gasly,11,16,-5,Collision damage,False
